,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
6145,2018-09-13 20:00:00,"13,4683","8,8388","9,11323","15,717","9,4","7,6655","6,3896","18,0","6,019","2,199","4,832","17,5536",,"6,56061","41,9439","33,6744","38,8836","40,7843","7,771422","9,5","6,661037","8,47","5,113686","9,928097","9,34","7,616304","7,353649",,"10,06","8,843093","25,2519",,"0,0",,"35,0661","53,0697","25,1112","14,4608","61,8431",,"9,3","12,8","25,89","35,1996","28,4914","14,1491","6,58222","10,0045","7,84528","5,37494","7,40583"
6146,2018-09-13 21:00:00,"11,7425","7,26427","8,25616","12,9409","9,1","22,0155","4,9556","18,0","7,813","3,249","9,107","18,4975",,"5,92257","53,9581","51,7971","38,4737","45,1655","9,324917","11,7","7,625434","11,57","5,781389","9,599839","8,63","9,528804","9,461067",,"11,99","6,826545","27,5006",,"8,0",,"38,169","51,7061","23,2272","18,5","45,9033",,"8,8","14,2","19,39","41,0641","29,9396","13,3881","8,06556","11,9658","7,85917","4,30319","8,09083"
6147,2018-09-13 22:00:00,"11,2803","12,6403","6,23904","5,5782","8,5","10,9905","5,0512","14,0","8,71","12,699","11,957","17,1172",,"4,56597","60,6585","59,4962","34,2253","46,2005","10,360581","11,4","8,179449","11,58","5,965583","10,17429","7,43","10,894875","9,337101",,"13,68","7,675618","21,7478",,"10,0",,"31,4071","45,2349","21,249","12,6769","30,9469",,"8,3","11,1","15,39","40,2338","37,2584","12,7405","8,59389","12,8514","7,42056","5,37978","9,06"
6148,2018-09-13 23:00:00,"9,82639","7,53891","6,33971","5,8196","6,3",,"7,9192","12,0","7,813","11,649","11,957","17,4597",,"6,25977","63,3998","46,7428","34,5335","49,5164","10,878412","10,9","7,851144","11,24","6,287923","10,748742","7,57","10,439518","9,08917",,"11,49","6,826545","15,7906",,"11,0",,"23,2757","39,7923","19,365","7,94172","26,2261",,"8,3","13,3","11,53","29,7895","22,8479","12,525","7,49917","7,58498","8,14361","10,7574","7,90861"
6149,2018-09-14 00:00:00,"12,2625","5,03435","6,23613","11,7339","11,2","6,0905","7,25","12,0","6,916","8,499","10,532","15,9153",,"9,0721","70,1606","45,5523","25,2948","44,9829","10,257014","12,0","6,076243","7,69","6,333971","10,338419","8,62","8,800232","8,221409",,"10,44","6,18974","11,7506",,"10,0",,"23,5349","37,6686","17,2926","6,64633","16,1272",,"8,6","22,6","9,83","18,4537","16,6523","10,6618","7,3025","9,7558","10,0353","8,14542","8,25417"
6150,2018-09-14 01:00:00,"17,9442","5,87356","9,88628","15,1135","12,7","8,1905","6,8676","11,0","4,225","8,499",,"14,745",,"9,71328","53,4922","43,6837","32,6224","44,3513","7,771422","10,2","5,224701","5,18","6,944114","8,779194","8,98","7,889518","7,725546",,"9,49","5,022265","10,7744",,"5,0",,"19,5782","38,5335","17,481","3,91788","17,3406",,"9,6","12,0","9,32","21,1631","13,1731","8,78037","7,05444","3,13875","13,0169","8,85591","9,20083"
6151,2018-09-14 02:00:00,"20,1058","6,70026","8,31298","14,1479","11,5","9,7655","8,3016","11,0","3,328","5,349","10,532","13,3356",,"9,72586","52,383","42,3632","29,5015","43,4146","7,150024","8,5","4,219266","7,84","7,577281","8,861258","9,1","7,980589","7,601581",,"9,35","5,765204","11,1717",,"3,0",,"28,1942","33,8864","17,3868","5,53701","15,5242",,"12,5","9,3","9,69","26,6606","12,8527","8,30724","7,13306","6,80671","12,7256","7,1044","9,99639"
6152,2018-09-14 03:00:00,"20,6747","12,0205","7,00056","14,6307","12,2","20,6155","8,3972","11,0","4,225","4,299","7,682","10,8983",,"8,82916","57,4689","41,3065","13,6827","43,2122","7,046458","7,4","3,572915","5,77","6,667823","8,040613","8,65","7,889518","7,601581",,"9,67","8,736959","12,7567",,"7,0",,"16,8948","32,3471","17,2926","6,66443","16,1008",,"12,4","9,3","8,32","25,5593","13,7086","10,4474","7,10944","14,1715","12,8311","10,412","9,89694"
6153,2018-09-14 04:00:00,"21,155","9,70642","7,12044","13,9065","9,8","10,9905","8,3016","13,0","9,607","7,449","29,057","14,0347",,"7,61968","64,527","39,9194","13,037","46,166","7,253591","4,9","3,685769","5,57","8,175912","5,989","7,87","7,798446","7,725546",,"9,18","15,211138","14,9778",,"6,0",,"17,9124","32,0961","17,1984","8,73726","18,2367",,"7,8","5,1","8,17","28,26","12,0274","8,9041","7,06583","13,1831","12,5794","7,60527","9,55444"
6154,2018-09-14 05:00:00,"19,1522","13,0821","8,84471","11,6132","9,3","8,7155","7,3456","11,0","10,504","9,549","30,482","16,6642",,"6,53998","61,1466","38,1734","9,70557","44,738","7,460723","6,5","3,696029","9,54","11,226625","9,025387","8,22","8,162732","8,097444",,"9,58","17,015418","15,9664",,"6,0",,"9,13216","31,0932","17,2926","8,25911","13,6917",,"8,3","7,7","10,03","22,4654","12,3231","8,31766","7,6975","10,5728","9,21556","6,6869","10,7564"
6155,2018-09-14 06:00:00,"17,1903","17,6379","8,88484","12,8202","11,5","16,678","11,2652","8,0","10,504","11,649","17,657","16,6831",,"5,85155","59,6097","41,1919","13,7774","33,3608","7,56429","9,0","3,767846","8,55","7,84206","8,040613","7,92","9,255589","8,593307",,"9,77","14,043663","16,8403",,"3,0",,"16,8605","30,7774","17,3868","15,5104","15,7972",,"10,8","8,7",,"28,1901","11,2045","9,22765","7,7775","16,7001","7,47167","4,58856","12,2344"
6156,2018-09-14 07:00:00,"15,4736","17,3641","12,5534","19,338","13,9","11,5155","8,4928","9,0","10,504","10,599","7,682","14,5736",,"6,68648","42,7237","37,1738","3,0","27,9231","8,807086","7,6","3,973037","8,05","7,473672","8,697129","7,8","10,439518","8,965204",,"10,36","12,239384","17,2119",,"2,0",,"10,2176","28,3405","18,7056","19,9688","14,6736",,"14,8","10,3","7,83","26,3022","10,5723",,"8,43528","11,9126","7,87139","7,07399","13,9256"
6157,2018-09-14 08:00:00,"15,795","17,6049","11,1683","17,1654","14,8","10,728","8,3016","15,0","11,401","11,649","19,082","14,8997",,"3,79549","24,748","26,54","3,0","30,1231","8,39282","8,2","4,393678","10,06","8,659421","8,943323","7,7","10,439518","9,461067",,"10,42","14,99887","17,4472",,"6,0",,"8,27901","29,0691","34,908","24,5455","27,905",,"9,2","9,5","4,54","33,268","20,4685",,"6,55111","21,1498","8,99472","8,95637","13,6036"
6158,2018-09-14 09:00:00,"12,3603","17,5052","8,74623","14,8721","14,6","10,203","8,206","10,0","11,401","9,549","23,357","15,0222",,"1,68285","26,6912","11,1773","5,98801","33,5082","8,39282","9,6","4,701464","11,95","8,532787","11,651452","7,59","10,803804","11,072622",,"11,31","16,80315","16,9267",,"4,0",,"8,29504","21,0018","42,8208","14,2883","20,9914",,"9,8","12,9","4,27","33,4341","19,3471",,"5,57778","6,84117","8,23444","5,63761","12,9439"
6159,2018-09-14 10:00:00,"11,3639","11,8846","8,5586","18,7345","12,1","9,0655","10,6916","9,0","11,401","6,399","13,382","9,38111",,"2,82491","37,5192","27,7524","21,7266","38,3181","8,599953","8,8","6,507144","12,59","8,279521","8,533","7,69","14,264518","9,585033",,"11,29","16,166345","22,4769","2,2","0,0",,"13,7484","9,95552","41,4078","13,6608","10,3753",,"8,7","11,8","4,95","35,7764","24,0323",,"5,73667","14,7296","7,04444","7,56469","10,1631"
6160,2018-09-14 11:00:00,"13,6158","18,2851","6,98619","14,51","11,8","8,5405","9,4488","8,0","10,504","9,549","9,107","6,71139",,"6,13199","48,3244","28,2397","19,3935","37,6188","8,703519","6,6","5,163144","10,17","9,730049","9,025387","7,87","13,171661","8,345375",,"12,89","15,317272","21,2214","3,7","1,0",,"9,68578","9,99839","35,6616","10,6774","6,90889",,"7,5","14,1","7,39","29,0641","21,0997",,"6,79056","16,9566","8,06528","4,91837","9,30222"
6161,2018-09-14 12:00:00,"15,7614","11,6659","5,45538","4,6126","14,2","9,153","6,5808","9,0","9,607","18,999","24,782","7,46667",,"8,23629","49,3079","29,9049","26,5788","37,3663","8,39282","6,8","4,537311","11,44","6,75992","11,97971","8,18","12,169875","7,477615",,"11,38","12,876188","19,8183","3,9","7,0",,"10,1121","7,85139","33,2124","2,44953","6,59944",,"10,4","15,1","10,07","30,2789","17,3866",,"6,59639","19,5343","10,5244","3,70515","9,4325"
6162,2018-09-14 13:00:00,"17,1728","10,5166","8,85815","7,7508","11,2","9,328","6,0072","8,0","10,504","9,549","3,407","4,33972",,"4,86217","41,1424","31,1003","26,6375","25,2093","8,185688","9,0","3,983296","11,66","5,274856","16,985645","8,15","10,803804","6,609854",,"10,7","7,781752","16,8481","4,1",,,"21,4261","9,15479","34,5312","0,815","6,38472",,"11,0","21,0","14,17","36,327","20,0356","7,09818","6,58056","29,0127","14,9633","4,62555","11,3208"
6163,2018-09-14 14:00:00,"19,5994","14,2077","8,00768","14,3893","12,4","9,678","6,1028","9,0","9,607","4,299","10,532","3,14722",,"6,16188","33,611","21,1533","13,1623","24,6415","8,082121","10,8","3,511357","9,49","4,618665","16,985645","8,12","8,800232","6,361923",,"9,46","5,65907","18,0475","4,1",,,"16,2185","8,53001","29,9154","1,90891","5,38361",,"9,7","20,4","17,82","39,5696","16,8067","8,13015","6,20778","15,1376","16,3383","3,85295","10,5625"
6164,2018-09-14 15:00:00,"19,6147","10,5377","8,63404","12,2167","12,6","10,1155","7,0588","8,0","7,813","5,349","7,682","5,1025",,"8,75181","40,6279","18,2936","25,2674","25,7767","8,082121","12,0","3,583174","10,21","5,07915","16,329129","8,63","9,073446","6,73382",,"9,14","5,234534","17,3564","3,8","12,0",,"14,2462","9,50866","23,8866","10,4424","6,11833",,"9,8","20,5","17,44","37,5856","16,722","6,85403","5,77222","22,1839","15,4747","4,98588","12,3392"
6165,2018-09-14 16:00:00,"14,5456","11,772","7,17372","15,1135","12,5","10,8155","9,3532","10,0","8,71","11,649","6,257","7,72028",,"13,2844","45,6293","25,3339","20,257","27,4606","7,56429","8,1","3,67551","10,56","5,539635","13,456871","8,54","9,437732","5,86606",,"8,62","4,809997","18,0119","3,6","10,0",,"7,89414","19,1101","23,3214","19,6935","5,92889",,"8,3","21,0","25,11","40,5572","19,0027","6,47312","5,40972","9,28782","17,3064","8,4407","11,3506"
6166,2018-09-14 17:00:00,"12,9772","14,4466","6,01347","15,5963","12,6","9,153","9,5444","11,0","10,504","10,599",,"13,2092",,"6,06076","45,6886","21,6383","26,9407","29,0464","8,082121","7,0","4,085892",,"6,944114","11,241129","8,19","7,980589","6,485889",,"8,35","5,340668","17,8792","4,2","6,0",,"10,4903","27,3342","27,372","18,1967","6,77333",,"7,0","22,5","30,55","41,7895","15,1419","8,07226","5,21889","14,6057","19,3178","4,86477","9,00056"
6167,2018-09-14 18:00:00,"11,8317","17,0516","8,62987","12,6995","13,3","7,403","10,4048","12,0","13,195","9,549","0,557","16,9511",,"5,53943","47,8063","23,6389","21,9504","32,4033","8,496387","8,9","4,557831",,"6,610262","10,420484","7,98","8,435946","7,477615",,"8,8","6,720411","21,7564","12,9","5,0",,"11,0139","36,4494","30,4806","21,976","17,1744",,"5,7","25,2","23,28","38,3197","15,1851","5,9605","6,96056","13,0557","19,2794","2,93927","10,2056"
6168,2018-09-14 19:00:00,"10,9219","13,4802","11,0396","15,3549","11,2","7,578","11,552","12,0","13,195","9,549","4,832","19,4861",,"7,1281","44,3308","22,1065","9,58207","35,0411","8,082121","8,7","19,998441",,"8,394642","11,405258","9,3","9,346661","9,461067",,"10,3","8,736959","23,1311","50,7","4,0",,"11,211","40,7161","26,901","23,8808","52,7806",,"6,6","24,4","20,24","36,7378","13,2661","7,13845","11,9378","14,87","17,8989","8,87823","10,9597"
6169,2018-09-14 20:00:00,"9,4025","15,458","9,83493","17,1654","13,5","7,053","13,5596","12,0","11,401","11,649","10,532","20,3122",,"14,2979","45,4145","26,7901","7,79438","30,1415","10,67128","8,8","9,687602",,"11,606525","11,651452","11,52","10,803804","10,700725","12,72","10,61","14,99887","15,5661","41,8","3,0",,"8,81393","32,47","26,901","21,5277","56,4364",,"7,6","23,7","24,48","30,1566","13,7073",,"13,2217","23,0417","18,95","7,28761","12,3067"
6170,2018-09-14 21:00:00,"12,2144","10,8002","7,00831","17,6482","14,2","8,278","14,6112","11,0","11,401","9,549","14,807","16,8267",,"17,3238","40,1401","32,8002","15,2545","23,0259","11,396244","8,3","8,097373",,"9,453757","12,225903","10,5","10,621661","12,31228","14,3","11,9","17,864491","14,1878","39,0","8,0",,"7,42308","32,029","23,7924","15,9102","67,8508",,"9,7","25,2","12,73","25,437","14,7717","6,69798","13,1383","19,3554","19,2275","8,91074","11,5314"
6171,2018-09-14 22:00:00,"12,8092","9,01979","6,6","18,8552","18,9","15,628","15,6628","11,0","10,504","6,399","17,657","17,3061",,"15,0277","26,2153","19,0812","7,93799","19,9547","12,431907","9,8","11,975479","18,9702","8,406154","15,754677","9,93","10,621661","12,932108","14,97","12,68","18,076759","8,75472","24,1","10,0",,"11,3016","29,4113","27,0894","15,8336","55,6278",,"11,8","21,0","7,17","29,571","16,2131","10,8342","12,9825","21,4644","21,9975","7,53405","10,8103"
6172,2018-09-14 23:00:00,"10,2217","7,72445","6,8478","19,4587","18,8","14,403","19,4868","11,0","15,886","10,599","9,107","17,0175",,"10,9384","28,4494","14,2673","8,63837","18,5636","13,156872","11,8","13,247663","17,5608","7,588793","13,949258","11,72","12,169875","12,436245","14,81","14,66","14,99887","6,34278","3,9","8,0",,"7,21444","21,8011","30,2922","18,1007","59,5483",,"14,8","18,7","4,68","20,63","17,9781","12,524","15,0872","20,8739","24,2522","6,04108","12,68"
6173,2018-09-15 00:00:00,"10,9031","7,54751","7,54219","22,959","20,7","12,128","27,6128","11,0","19,474","16,899","9,107","17,1947",,"11,3818","30,5915","11,06","9,37412","18,7222","12,535474","12,8","12,86806","13,6566","6,817481","13,621","11,4","13,627018","13,304006","14,18","15,58","12,770054","6,52917","8,8","14,0",,"5,94532","22,1764","28,5966","16,5898","44,6772",,"3,3","17,7","6,03","12,1452","17,6504","13,9276","19,3122","24,4693","23,3133","4,813","12,1597"
6174,2018-09-15 01:00:00,"12,1881","9,09301","4,87298","20,7864","18,5","13,6155","18,244","9,0",,"13,749","14,807","14,2986",,"13,8949","24,7576","10,3755","7,79466","19,6949","11,49981","12,6","14,335174","9,3312","7,496696","11,159065","10,06","16,085946","14,171766","15,44","15,48","12,982322","6,57917","6,7","14,0",,"12,0979","22,0","24,9228","16,6943","33,9472",,"6,4","16,6","9,96","10,8228","14,5536","14,3891","16,9803","14,6742","25,0142","7,56979","13,1578"
6175,2018-09-15 02:00:00,"10,4058","6,54025","2,89048","17,5275","17,0","10,553","14,3244","9,0","14,092","7,449","16,232","11,6775",,"12,3197","12,6227","10,2667","7,92459","19,9254","12,846173","15,9","14,899449","7,7922","8,417666","11,323194","11,49","16,450232","13,675903","16,64","16,64","12,982322","8,72194","5,0","7,0",,"6,62902","21,2937","24,1692","16,5486","30,5381",,"9,8","13,6","12,15","7,49726","9,32182","14,7918","16,9219","11,4279","26,8331","8,82403","13,1219"
6176,2018-09-15 03:00:00,"8,91056","11,8001","4,21013","15,4756","16,5","12,653","18,244","10,0","13,195","7,449","9,107","13,0286",,"20,0649","10,747","3,0","6,90584","17,4707","13,467571","10,2","14,027388","11,34","9,741561","11,241129","12,21","15,084161","14,915561","18,77","18,41","12,345518","9,25444","5,0","4,0",,"8,78131","19,7392","22,662","11,573","21,7167",,"11,5","14,6","11,78",,"12,2617","12,998","14,0111","14,6834","25,9583","7,64714","13,0928"
6177,2018-09-15 04:00:00,"6,98694","5,60176","6,54524","17,5275","17,2","14,928","20,4428","10,0","12,298","7,449","3,407","11,0022",,"16,127","11,3383","3,0","4,54165","18,7269","13,364004","9,7","12,139632","15,795","9,764585","11,733516","11,23","12,169875","16,899013","19,65","20,04","13,831395","13,3156","4,7","5,0",,"12,6227","20,1049","17,8578","8,74223","22,2317",,"18,0","15,7","13,83",,"11,596","13,2145","12,2144","21,4822","26,3836","5,63575","13,8428"
6178,2018-09-15 05:00:00,"6,21944","15,1811","5,27719","15,8377","16,0","12,2155","23,8844","11,0","13,195","12,699","20,507","12,1386",,"12,9437","12,1712","3,0","3,0","19,4764","13,881836","11,3","11,144456","14,7744","9,614927","12,390032","10,89","18,089518","15,163492","17,93","18,55","14,574334","15,6367","5,5","8,0",,"10,0735","15,8115","15,6912","12,4767","23,5819",,"15,9","16,1","17,78",,"5,44817","11,7118","13,2781","17,2437","21,06","6,81455","14,9353"
6179,2018-09-15 06:00:00,"6,70417","11,7851","6,50814","14,51","16,3","12,0405","24,2668","15,0","14,989","15,849","23,357","10,9972",,"11,7727","12,7702","3,71823","3,0","19,7905","15,435331","12,2","10,682777","14,1264","9,960291","13,703065","11,41","18,544875","14,667629","18,12","18,86","15,741809","14,5172","4,0","9,0",,"7,48111","16,6448","15,597","14,8674","23,5872",,"12,8","16,1","21,18",,"5,10419","18,0387","16,6328","23,2385","20,225","10,6658","14,7992"
6180,2018-09-15 07:00:00,"6,30056","10,8792","6,65046","14,51","14,9","13,003","20,156","13,0","14,092","13,749","19,082","14,4664",,"13,8905","12,1885","3,0","3,0","21,892","16,263862","10,9","11,052121","15,9894","14,576653","13,949258","11,14","16,905589","15,659355","18,2","18,76","16,166345","15,8906","4,4","6,0",,"7,84192","15,6698","16,4448","18,8364","27,8611",,"18,5","18,2","25,82",,"13,4696","9,69069","15,3",,"22,6803","12,4591","16,095"
6181,2018-09-15 08:00:00,"6,61639","15,9156","10,1472","19,0966","14,8","10,028","13,2728","14,0","14,092","15,849","11,957","15,2639",,"12,6977","14,0092","3,0","3,0","16,3411","13,985402","10,0","12,088334","21,0924","13,034029","20,678548","10,53","16,541304","16,651081","18,42","16,6","15,423407","14,9878","7,9","0,0",,"9,54955","11,6001","16,6332","15,6249","19,4169",,"15,4","18,1","24,78","8,30745","15,1444","13,8521","12,6819","15,5704","22,4986","12,0921","20,5531"
6182,2018-09-15 09:00:00,"10,9481","13,6744","12,8891","16,3205","14,9","10,028","23,024","15,0","12,298","11,649","9,107","17,5772",,"14,1216","14,9169","3,0","3,40679","13,3135","12,017642","10,1","8,866838","16,686","10,570434","16,165","8,01","19,455589","16,775047","13,41","16,09","12,770054","20,6419","4,3","2,0",,"8,97659","8,09807","15,7854","14,8833","14,7808",,"15,0","16,4","15,95","11,8515","14,2019","10,9332","14,2542","11,4187","21,5922","8,58163","18,5422"
6183,2018-09-15 10:00:00,"18,4692","13,891","10,2926","10,7683","11,7","9,153","19,2956","12,0","12,298","7,449","11,957","19,1639",,"21,6402","9,00994","3,0","4,16735","9,17718","10,981979","11,7","7,994777","17,0586","13,298807","15,016097","7,47","17,360946","13,056074","15,99","13,53","12,239384","15,2514","2,2","5,0",,"12,0319","7,78508","14,5608","8,54889","10,0944",,"10,1","12,4","14,33","12,6731","11,1575","10,5968","16,1672","12,399","22,2789","8,31358","10,1733"
6184,2018-09-15 11:00:00,"16,8842","9,72579","12,64","9,0785","12,8","8,0155","12,6036","10,0","12,298","8,499","11,957","23,9944",,"17,9088","18,9812","3,0","2,96991","8,54944","11,189111","13,5","7,676731","16,362","12,596568","16,821516","8,08","15,357375","9,461067","14,37","14,24","12,982322","10,6453","2,2","3,0",,"11,4481","9,73991","15,126","9,26746","8,52972",,"11,8","17,5","10,39","13,367","10,6807","10,4332","14,6286","17,5708","27,4256","10,9437","6,41639"
6185,2018-09-15 12:00:00,"19,2506","11,7741","10,6546","7,9922","12,4","5,303","10,2136","10,0","9,607",,,"33,8219",,"7,53074","25,3284","5,36793","5,37166","5,07222","9,221351","12,7","7,184273","13,9644","8,889663","14,113387","7,55","17,360946","13,056074","12,06","14,62","12,239384","7,09944","3,7","3,0",,"9,04091","10,4114","12,1116","11,7949","9,0975",,"12,1","15,9","13,76","10,2224","7,97246","10,9609","17,1225","20,4606","35,0911","8,60653","6,23528"
